article_id,article_version,hcpc_code_group,paragraph,last_updated
56199,130,5,&lt;p&gt;&lt;p style=&quot;line-height: normal;&quot;&gt;The following PLA codes in Group 5 below are unlikely to impact therapeutic decision-making in the clinical management of the patient and will be denied automatically as not medically necessary:&lt;&sol;p&gt;&lt;&sol;p&gt;,07/16/2026
60381,3,1,&lt;p&gt;&lt;strong&gt;&lt;span style=&quot;line-height: 115%;&quot;&gt;For anemia in patients with ESRD (dialysis requiring)&lt;&sol;span&gt;&lt;&sol;strong&gt;&lt;&sol;p&gt;,07/16/2026
60381,3,2,&lt;p&gt;&lt;strong&gt;&lt;span style=&quot;line-height: 115%;&quot;&gt;For anemia in patients with CKD (non-dialysis requiring)&lt;&sol;span&gt;&lt;&sol;strong&gt;&lt;&sol;p&gt;,07/16/2026
60381,3,3,&lt;p&gt;&lt;strong&gt;&lt;span style=&quot;line-height: 115%;&quot;&gt;For anemia in patients with antineoplastic chemotherapy-induced anemia &lt;&sol;span&gt;&lt;&sol;strong&gt;&lt;&sol;p&gt;,07/16/2026
60381,3,4,&lt;p&gt;&lt;strong&gt;&lt;span style=&quot;line-height: 115%;&quot;&gt;For anemia in patients on Zidovudine for HIV disease&lt;&sol;span&gt;&lt;&sol;strong&gt;&lt;&sol;p&gt;,07/16/2026
60381,3,5,&lt;p&gt;&lt;strong&gt;&lt;span style=&quot;line-height: 115%;&quot;&gt;For symptomatic anemia associated with MDS&lt;&sol;span&gt;&lt;&sol;strong&gt;&lt;&sol;p&gt;,07/16/2026
60381,3,6,&lt;p&gt;&lt;strong&gt;&lt;span style=&quot;line-height: 115%;&quot;&gt;For prophylactic allogeneic transfusion reduction intent in presurgical anemia&lt;&sol;span&gt;&lt;&sol;strong&gt;&lt;&sol;p&gt;,07/16/2026
60381,3,7,&lt;p&gt;&lt;strong&gt;&lt;span style=&quot;line-height: 115%;&quot;&gt;Non-Covered CPT&sol;HCPCS Codes&lt;&sol;span&gt;&lt;&sol;strong&gt;&lt;&sol;p&gt;,07/16/2026
52399,75,1,,07/16/2026
58649,13,1,&lt;p&gt;58999&lt;&sol;p&gt;,07/16/2026
56588,33,1,"&lt;p style=&quot;line-height: 11.65pt;&quot;&gt;&lt;strong&gt;Note: &lt;&sol;strong&gt;Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.&lt;&sol;p&gt;
&lt;p style=&quot;line-height: 14.15pt;&quot;&gt;The CPT codes in Group 1 are considered medically necessary when the Indications of Coverage are met. The 90-day global periods apply.&lt;&sol;p&gt;
&lt;p&gt;Due to the laterality of eye procedures, modifiers RT, LT or 50 must be used to indicate the eye(s) being treated.&lt;&sol;p&gt;
&lt;p&gt;See L33558 Cataract Extraction LCD and related Billing and Coding article for additional coverage indications and diagnoses.&lt;&sol;p&gt;",07/16/2026
56588,33,2,"&lt;p&gt;&lt;p style=&quot;text-align: justify; line-height: 15.35pt;&quot;&gt;The CPT codes in Group 2 are considered medically necessary when the Indications of Coverage are met. The 90-day global periods apply.&lt;&sol;p&gt;
&lt;p style=&quot;line-height: 11.4pt;&quot;&gt;Do not report 0671T in conjunction with 66989 or 66991.&lt;&sol;p&gt;&lt;&sol;p&gt;",07/16/2026
56588,33,3,&lt;p&gt;&lt;span style=&quot;background: white;&quot;&gt;The following CPT codes are considered not medically reasonable and necessary (non-covered).&lt;&sol;span&gt;&lt;&sol;p&gt;,07/16/2026
59632,23,1,,07/16/2026
59707,25,1,,07/15/2026
59707,25,2,,07/15/2026
59915,27,1,&lt;p&gt;&lt;strong&gt;&lt;span style=&quot;line-height: 115%;&quot;&gt;Note: &lt;&sol;span&gt;&lt;&sol;strong&gt;&lt;span style=&quot;line-height: 115%;&quot;&gt;Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.&lt;strong&gt; &lt;&sol;strong&gt;&lt;&sol;span&gt;&lt;&sol;p&gt;,07/15/2026
59915,27,2,,07/15/2026
59915,27,3,,07/15/2026
59915,27,4,,07/15/2026
59915,27,5,,07/15/2026
59915,27,6,,07/15/2026
59915,27,7,,07/15/2026
59915,27,8,,07/15/2026
59915,27,9,,07/15/2026
59915,27,10,,07/15/2026
59915,27,11,,07/15/2026
59915,27,12,,07/15/2026
59915,27,13,,07/15/2026
59915,27,14,,07/15/2026
59915,27,15,,07/15/2026
59915,27,16,,07/15/2026
59915,27,17,"&lt;p&gt;&lt;strong&gt;Report code 81479, 0347U, 0348U, 0349U, 0350U, 0419U, or 0434U and gene test CYP2B6 in the claim narrative&sol;remarks.&lt;&sol;strong&gt;&lt;&sol;p&gt;",07/15/2026
59915,27,18,"&lt;p&gt;&lt;strong&gt;Report code 81479, 0347U, 0348U, 0349U, 0350U, or 0434U and gene test CYP4F2 in the claim narrative&sol;remarks.&lt;&sol;strong&gt;&lt;&sol;p&gt;",07/15/2026
59915,27,19,&lt;p&gt;&lt;strong&gt;Report code 81479 and gene test CACNA1S in the claim narrative&sol;remarks.&lt;&sol;strong&gt;&lt;&sol;p&gt;,07/15/2026
59915,27,20,&lt;p&gt;&lt;strong&gt;Report code 81479 and gene test BCHE in the claim narrative&sol;remarks.&lt;&sol;strong&gt;&lt;&sol;p&gt;,07/15/2026
59915,27,21,"&lt;p&gt;&lt;strong&gt;Report code 81479, 0347U, 0348U, 0349U, 0350U, or 0434U and gene test IFNL4 in the claim narrative&sol;remarks.&lt;&sol;strong&gt;&lt;&sol;p&gt;",07/15/2026
59915,27,22,&lt;p&gt;&lt;strong&gt;Report code 81479 and gene test NAT2 in the claim narrative&sol;remarks.&lt;&sol;strong&gt;&lt;&sol;p&gt;,07/15/2026
59915,27,23,&lt;p&gt;&lt;strong&gt;Report code 81479 and gene test Nonspecific (NAT) in the claim narrative&sol;remarks.&lt;&sol;strong&gt;&lt;&sol;p&gt;,07/15/2026
59915,27,24,,07/15/2026
59915,27,25,"&lt;p&gt;&lt;strong&gt;Consistent with the LCD, the following CPT codes are Non-Covered for pharmacogenomic testing:&lt;&sol;strong&gt;&lt;&sol;p&gt;",07/15/2026
52825,12,1,,07/14/2026
53019,15,1,,07/14/2026
53020,3,1,,07/14/2026
56198,11,1,,07/14/2026
59060,4,1,"&lt;b&gt; The following procedures, when used for sterilization to prevent reproduction, will be auto-denied due to the absence of a Medicare benefit category.&lt;&sol;b&gt;&lt;br&gt;&lt;br&gt;&lt;br&gt;",07/14/2026
59217,5,1,,07/14/2026
59218,5,1,,07/14/2026
59661,3,1,,07/14/2026
52434,51,1,"&lt;p&gt;CPT codes 96170, 96171 are not covered services.&lt;&sol;p&gt;",07/14/2026
52447,30,1,,07/14/2026
52837,21,1,&lt;p&gt;The CPT codes in Group 1 are generally considered reconstructive in nature.&lt;&sol;p&gt;,07/14/2026
52837,21,2,"&lt;p&gt;The CPT codes in Group 2 may potentially be considered as cosmetic and thus not covered by Medicare. Documentation to support functional impairment, visual or otherwise, must be present. (Please see the &quot;Indications and Limitations&quot; and &quot;Documentation Requirements&quot; sections.)&lt;&sol;p&gt;",07/14/2026
52840,3,1,"Procedure codes may be subject to National Correct Coding Initiative (NCCI) edits or OPPS packaging edits. Refer to NCCI and OPPS requirements prior to billing Medicare.&lt;br&gt;&lt;br&gt;For services requiring a referring&sol;ordering physician, the name and NPI of the referring&sol;ordering physician must be reported on the claim.&lt;br&gt;&lt;br&gt;&lt;b&gt;Part B Services&lt;&sol;b&gt;&lt;br&gt;Providers should enter clinical trial and non-clinical trial services on separate lines when both types of services are submitted on the same claim form.&lt;br&gt;&lt;br&gt;Items and services provided free of charge by research sponsors should not be billed to Medicare. If these items are required for payment of another payable service, providers should submit the items as non-covered (use modifiers FB and GX or GY). For OPPS claims, a token charge must be entered on the line for a no-cost item.&lt;br&gt;&lt;br&gt;Routine costs of a clinical trial should be submitted to the Part B MAC as follows:&lt;ul type=disc&gt; &lt;li&gt; Report modifier &quot;Q1&quot; with each service. ICD-10-CM code Z00.6 (examination of participant in clinical trial) should be reported as the secondary diagnosis.&lt;li&gt;It is mandatory to report a clinical trial number on claims for items and services provided in clinical trials that are qualified for coverage. However, for physicians, providers, and suppliers who do not have the capacity at this time to report the clinical trials identifier number associated with trial-related claims, CMS is providing an option to submit a generic number in place of the actual National Clinical Trials (NCT) number. Beginning January 1, 2014, and continuing no later than through December 31, 2014, those above-mentioned physicians, providers, and suppliers may instead report an 8-digit, generic number 99999999, following the instructions in transmittal #R2805CP.&lt;br&gt;&lt;br&gt;",07/14/2026
52841,4,1,,07/14/2026
52842,18,1,,07/14/2026
52870,38,1,"&lt;p&gt;CPT code 37799 should be used to report &quot;Trivex Procedure&quot;.&lt;&sol;p&gt;
&lt;p&gt;&amp;nbsp;&lt;&sol;p&gt;",07/14/2026
56551,34,1,,07/14/2026
56781,39,1,,07/14/2026
56781,39,2,"&lt;p&gt;&lt;p style=&quot;line-height: normal;&quot;&gt;&lt;strong&gt;These stress agents can be billed with stress test codes 93350, 93351, 93352, C8928, and C8930.&lt;&sol;strong&gt;&lt;&sol;p&gt;&lt;&sol;p&gt;",07/14/2026
56845,12,1,,07/14/2026
57060,12,1,,07/14/2026
57060,12,2,&lt;p&gt;The CPT codes listed below are considered not medically necessary:&lt;&sol;p&gt;,07/14/2026
57455,24,1,"&lt;p&gt;If a penile pressure cuff is used when providing a voiding pressure study, CPT Code 55899 should be reported with non-invasive urodynamic studies noted in the narrative portion of the claim.&lt;&sol;p&gt;
&lt;p&gt;CPT Code 55899 should only be used if a penile pressure cuff is used when providing a voiding pressure study.&lt;&sol;p&gt;",07/14/2026
57736,18,1,"&lt;p&gt;Italicized and&sol;or quoted material is excerpted from the American Medical Association, &lt;em&gt;Current Procedural Terminology (CPT)&lt;&sol;em&gt; codes.&lt;&sol;p&gt;",07/14/2026
57889,4,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,07/14/2026
59487,15,1,,07/14/2026
52866,35,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,07/14/2026
52868,46,1,,07/14/2026
53018,14,1,,07/14/2026
54602,25,1,,07/14/2026
54909,25,1,&lt;p&gt;Group 1 CPT codes apply to Groups 1 and 2 ICD-10-CM Codes&lt;&sol;p&gt;,07/14/2026
56537,41,1,,07/14/2026
56837,18,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,07/14/2026
56863,15,1,,07/14/2026
56863,15,2,&lt;p&gt;&lt;p style=&quot;line-height: normal;&quot;&gt;&lt;strong&gt;The CPT codes listed below are considered not medically necessary:&lt;&sol;strong&gt;&lt;&sol;p&gt;&lt;&sol;p&gt;,07/14/2026
56874,29,1,&lt;p style=&quot;line-height: normal;&quot;&gt;Stereotactic Radiosurgery (SRS)&sol;SBRT (for Cranial Lesions only) Services&lt;&sol;p&gt;,07/14/2026
56874,29,2,"&lt;p&gt;&lt;span style=&quot;line-height: 107%;&quot;&gt;Stereotactic Body Radiation Therapy (SBRT) Services&lt;&sol;span&gt;&lt;&sol;p&gt;
&lt;p&gt;&amp;nbsp;&lt;&sol;p&gt;",07/14/2026
57427,11,1,,07/14/2026
57428,10,1,&lt;p&gt;Total Hip Arthroplasty&lt;&sol;p&gt;,07/14/2026
57428,10,2,&lt;p&gt;&lt;strong&gt;Revision of Total Hip Arthroplasty&lt;&sol;strong&gt;&lt;&sol;p&gt;,07/14/2026
57428,10,3,&lt;p&gt;&lt;strong&gt;Total Knee Arthroplasty&lt;&sol;strong&gt;&lt;&sol;p&gt;,07/14/2026
57428,10,4,&lt;p&gt;&lt;strong&gt;Revision of Total Knee Arthroplasty&lt;&sol;strong&gt;&lt;&sol;p&gt;,07/14/2026
57528,5,1,,07/14/2026
57759,36,1,,07/14/2026
58656,9,1,,07/14/2026
58656,9,2,&lt;p&gt;The following CPT and PLA codes will be rejected as extra-jurisdictional.&lt;&sol;p&gt;,07/14/2026
59233,19,1,,07/14/2026
59233,19,2,"&lt;p&gt;&lt;span style=&quot;line-height: 107%;&quot;&gt;The following CPT&sol;HCPCS codes are non-covered.&amp;nbsp; T&lt;&sol;span&gt;&lt;span style=&quot;line-height: 107%;&quot;&gt;his is not an inclusive list of non-covered codes&lt;&sol;span&gt;&lt;&sol;p&gt;
&lt;p&gt;&lt;span style=&quot;line-height: 107%;&quot;&gt;&amp;nbsp;&lt;&sol;span&gt;&lt;&sol;p&gt;",07/14/2026
59233,19,3,&lt;p&gt;&lt;strong&gt;For ASC facility and OPPS hospital outpatient department claims only: &lt;&sol;strong&gt;&lt;&sol;p&gt;,07/14/2026
60176,18,1,"&lt;p&gt;Below are CPT&lt;sup&gt;&amp;#174;&lt;&sol;sup&gt;&sol;HCPCS codes related to SRT.&lt;strong&gt; &lt;&sol;strong&gt;Providers are reminded to refer to the long descriptors of the CPT&lt;sup&gt;&amp;#174;&lt;&sol;sup&gt; codes in their CPT&lt;sup&gt;&amp;#174;&lt;&sol;sup&gt; books.&lt;&sol;p&gt;
&lt;p&gt;&lt;strong&gt;Per CPT 2026 guidance SRT should not be reported in conjunction with megavoltage (MeV) (77402, 77407, 77412).&lt;&sol;strong&gt;&lt;&sol;p&gt;
&lt;p&gt;&lt;strong&gt; To bill electronic brachytherapy treatment delivery use CPT code 77437 (e.g., electronic brachytherapy). When billing 77437 for SRT treatment delivery services covered by the LCD providers must append the KX modifier. &lt;&sol;strong&gt;&lt;&sol;p&gt;
&lt;p&gt;&lt;strong&gt;For SRT treatment planning and simulation aided field setting use CPT code 77436.&lt;&sol;strong&gt;&lt;&sol;p&gt;
&lt;p&gt;CPT 77436 is not typically repeated with each treatment except when clinically indicated and documentation supports additional simulation requirements. Do not report clinical treatment planning (77261, 77262, 77263), simulation (77280, 77285, 77290, 77295), basic dosimetry calculation (77300), special dosimetry (77331), treatment devices (77332, 77333, 77334), isodose planning (77306, 77307, 77316, 77317, 77318), or radiation treatment management (77427, 77431, 77432, 77435, 77469, 77470, 77499) in conjunction with 77436 and 77437.&lt;&sol;p&gt;
&lt;p&gt;Code 77336 can only be billed when medically necessary for treatment adjustments in support of the radiation oncologist or other health care qualified professional.&lt;&sol;p&gt;
&lt;p&gt;Code 77370 is to be used when the complexity of the treatment plan is great. It is not expected that code 77370 will be reported for SRT services.&lt;&sol;p&gt;
&lt;p&gt;Use of 77370 with SRT code 77437 may lead to medical review.&lt;&sol;p&gt;",07/14/2026
60176,18,2,"&lt;p&gt;The following CPT codes are considered not medically reasonable and necessary (non-covered).&lt;&sol;p&gt;
&lt;p&gt;Electronic brachytherapy is non-covered and must be billed without a KX modifier.&lt;&sol;p&gt;",07/14/2026
52450,83,1,"&lt;p&gt;Effective for dates of service from 7&sol;1&sol;2023 through 12&sol;31&sol;2024, HCPCS code J9259 should be used to report Injection, paclitaxel protein-bound particles (American regent).&lt;span style=&quot;line-height: 107%;&quot;&gt;&lt;br &sol;&gt;&lt;br &sol;&gt;&lt;&sol;span&gt;&lt;&sol;p&gt;
&lt;p&gt;&lt;span style=&quot;line-height: 107%;&quot;&gt;&lt;br &sol;&gt;&lt;br &sol;&gt;&lt;&sol;span&gt;&lt;&sol;p&gt;",07/14/2026
52863,59,1,"&lt;p&gt;&lt;strong&gt;INJECTION OF TENDON SHEATHS, LIGAMENTS, GANGLION CYSTS, CARPAL AND TARSAL TUNNELS &lt;&sol;strong&gt;&lt;&sol;p&gt;",07/14/2026
52863,59,2,"&lt;p&gt;&lt;p style=&quot;line-height: normal;&quot;&gt;&lt;strong&gt;Dry Needling&lt;&sol;strong&gt;&lt;&sol;p&gt;
&lt;p style=&quot;line-height: normal;&quot;&gt;For dates of service on or after 01&sol;01&sol;2020, dry needling should be reported using CPT codes 20560 or 20561. Effective January 21, 2020, Medicare will cover all types of acupuncture including dry needling for chronic low back pain within specific guidelines in accordance with NCD 30.3.3.&lt;&sol;p&gt;&lt;&sol;p&gt;",07/14/2026
56178,21,1,,07/14/2026
56550,12,1,,07/14/2026
56823,22,1,"&lt;p&gt;Claims for percutaneous coronary intervention must include the appropriate modifiers to identify which vessel is undergoing a specific procedure. The modifiers are RC: right coronary artery, LC: left circumflex coronary artery, LD: left anterior descending coronary artery, LM: left main coronary artery, and RI: ramus intermedius.&lt;&sol;p&gt;
&lt;p&gt;HCPCS codes C9600-C9608 are only billable to the intermediary or Part A MAC.&lt;&sol;p&gt;",07/14/2026
56844,26,1,&lt;p&gt;&lt;span style=&quot;line-height: 107%;&quot;&gt;CPT codes 86001 and 86005 are not covered services. &lt;&sol;span&gt;&lt;&sol;p&gt;,07/14/2026
56850,33,1,,07/14/2026
56865,29,1,&lt;p&gt;CPT coding does not apply.&lt;&sol;p&gt;,07/14/2026
56937,43,1,&lt;p&gt;&lt;p style=&quot;line-height: normal;&quot;&gt;CPT code 90863 is invalid for Medicare.&lt;&sol;p&gt;&lt;&sol;p&gt;,07/14/2026
57452,46,1,,07/14/2026
57452,46,2,"&lt;p&gt;&lt;p style=&quot;line-height: normal;&quot;&gt;&lt;strong&gt;Dry Needling&lt;&sol;strong&gt;&lt;&sol;p&gt;
&lt;p style=&quot;line-height: normal;&quot;&gt;Effective January 21, 2020, all types of acupuncture including dry needling for any condition other than chronic low back pain are non-covered by Medicare. Medicare will cover acupuncture for Medicare patients with chronic lower back pain within specific guidelines in accordance with NCD 30.3.3.&lt;&sol;p&gt;&lt;&sol;p&gt;",07/14/2026
57453,5,1,,07/14/2026
58609,7,1,&lt;p&gt;&lt;span style=&quot;line-height: 115%;&quot;&gt;The following CPT&lt;sup&gt;&amp;reg;&lt;&sol;sup&gt;&sol;HCPCS codes are noncovered:&lt;&sol;span&gt;&lt;&sol;p&gt;,07/14/2026
52448,24,1,,07/14/2026
56549,13,1,,07/14/2026
56566,46,1,"&lt;p&gt;This list represents common physical and occupational therapy services and is not all-inclusive.&lt;&sol;p&gt;
&lt;p&gt;HCPCS code G0295 is status N (non-covered) under Medicare.&lt;&sol;p&gt;
&lt;p&gt;CPT code 97037 is status N (non-covered) under Medicare.&lt;&sol;p&gt;
&lt;p&gt;&amp;nbsp;&lt;&sol;p&gt;",07/14/2026
56726,43,1,,07/14/2026
56758,62,1,&lt;p&gt;&lt;p style=&quot;line-height: normal;&quot;&gt;&lt;strong&gt;Cerebrovascular Arterial Studies&lt;&sol;strong&gt;&lt;&sol;p&gt;&lt;&sol;p&gt;,07/14/2026
56758,62,2,&lt;p&gt;&lt;p style=&quot;line-height: normal;&quot;&gt;&lt;strong&gt;Transcranial Doppler Studies&lt;&sol;strong&gt;&lt;&sol;p&gt;&lt;&sol;p&gt;,07/14/2026
56758,62,3,&lt;p&gt;&lt;p style=&quot;line-height: normal;&quot;&gt;&lt;strong&gt;Extremity Arterial Studies &lt;&sol;strong&gt;&lt;&sol;p&gt;&lt;&sol;p&gt;,07/14/2026
56758,62,4,&lt;p&gt;&lt;span style=&quot;line-height: 107%;&quot;&gt;&lt;strong&gt;Extremity Venous Studies&lt;&sol;strong&gt;&lt;&sol;span&gt;&lt;&sol;p&gt;,07/14/2026
56758,62,5,&lt;p&gt;&lt;p style=&quot;line-height: normal;&quot;&gt;&lt;strong&gt;Visceral Vascular Studies&lt;&sol;strong&gt;&lt;&sol;p&gt;&lt;&sol;p&gt;,07/14/2026
56758,62,6,"&lt;p&gt;&lt;p style=&quot;line-height: normal;&quot;&gt;&lt;strong&gt;Hemodialysis Access Studies&lt;&sol;strong&gt;&lt;&sol;p&gt;
&lt;p style=&quot;line-height: normal;&quot;&gt;&amp;nbsp;&lt;&sol;p&gt;&lt;&sol;p&gt;",07/14/2026
56787,24,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,07/14/2026
56954,6,1,,07/14/2026
58814,12,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,07/14/2026
59101,28,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,07/14/2026
52420,64,1,"&lt;p&gt;Effective for dates of service on or after 04&sol;01&sol;2021, HCPCS code J7321 should be used to report Visco-3&amp;trade;.&lt;&sol;p&gt;
&lt;p&gt;Report&amp;nbsp;HCPCS code C9465 for&amp;nbsp;Durolane&amp;reg; when billed to the Part A MAC and HCPCS code J3490&amp;nbsp;when billed to the Part B MAC for dates of service prior to 01&sol;01&sol;2019.&lt;&sol;p&gt;
&lt;p&gt;For dates of service on or after 10&sol;01&sol;2019 HCPCS code J7331 should be used to report Synojoynt&amp;trade;.&lt;&sol;p&gt;
&lt;p&gt;For dates of service on or after 10&sol;01&sol;2019 HCPCS code J7332 should be used to report Triluron&amp;trade;.&lt;&sol;p&gt;
&lt;p&gt;&amp;nbsp;&lt;&sol;p&gt;
&lt;p&gt;&amp;nbsp;&lt;&sol;p&gt;
&lt;p&gt;&amp;nbsp;&lt;&sol;p&gt;",07/14/2026
52420,64,2,&lt;p&gt;&lt;u&gt;Injection procedure codes&lt;&sol;u&gt;&lt;&sol;p&gt;,07/14/2026
52421,23,1,,07/14/2026
52423,84,1,"&lt;p&gt;&amp;nbsp;&lt;&sol;p&gt;
&lt;p&gt;&amp;nbsp;&lt;&sol;p&gt;
&lt;p&gt;&amp;nbsp;&lt;&sol;p&gt;
&lt;p&gt;&amp;nbsp;&lt;&sol;p&gt;",07/14/2026
52453,49,1,"&lt;p&gt;Effective for dates of service on or after 01&sol;01&sol;2023, leuprolide acetate for depot suspension (Lutrate) should be reported with HCPCS code J1954.&lt;br &sol;&gt;&lt;br &sol;&gt;Effective for dates of service on or after 01&sol;01&sol;2022, leuprolide mesylate (Camcevi&amp;reg;), should be reported with HCPCS code J1952.&lt;&sol;p&gt;
&lt;p&gt;Effective for dates of service 5&sol;26&sol;2021 through 12&sol;31&sol;2021, leuprolide mesylate (Camcevi&amp;reg;), should be reported with HCPCS code J3590.&lt;&sol;p&gt;
&lt;p&gt;CPT Code J9218 is not covered under Medicare because it is self-administered.&lt;&sol;p&gt;",07/14/2026
56747,29,1,&lt;p&gt;&lt;p style=&quot;line-height: normal;&quot;&gt;Part A billers should report HCPCS codes C8900-C8902 for MRA of the abdomen. CPT code 74185 applies only for Part B claims.&lt;&sol;p&gt;&lt;&sol;p&gt;,07/14/2026
56747,29,2,"&lt;p&gt;&lt;span style=&quot;line-height: 107%;&quot;&gt;&lt;strong&gt;Non-covered services&lt;&sol;strong&gt;&lt;&sol;span&gt;&lt;&sol;p&gt;
&lt;p&gt;&lt;span style=&quot;line-height: 107%;&quot;&gt;Effective 06&sol;03&sol;2010, CPT code 72159 has been replaced with HCPCS codes C8931, C8932, and C8933 and CPT code 73225 has been replaced with HCPCS codes C8934, C8935, and C8936 for ASC providers submitting claims to the carrier or Part B MAC and for providers subject to Outpatient Prospective Payment System (OPPS) submitting claims to the Part A MAC.&lt;&sol;span&gt;&lt;&sol;p&gt;",07/14/2026
56766,25,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,07/14/2026
57020,6,1,"&lt;p&gt;The CPT codes&amp;nbsp;below are listed for billing purposes, but coverage for these codes is defined by&amp;nbsp;the provisions in the related LCD.&lt;&sol;p&gt;",07/14/2026
57092,25,1,"&lt;p&gt;&lt;strong&gt;For dates of service on or after 01&sol;01&sol;2022,&lt;&sol;strong&gt; CPT codes 64582, 64583 and 64584 should be used to report hypoglossal nerve neurostimulation. At this time, CPT code 64584 will not have diagnosis code limitations applied.&lt;&sol;p&gt;
&lt;p&gt;&amp;#160;&lt;&sol;p&gt;",07/14/2026
57431,14,1,,07/14/2026
57668,45,1,&lt;p&gt;&lt;strong&gt;Nerve Conduction Studies (NCS) and Electromyography (EMG) and Guidance for Chemodenervation and Ischemic Muscle Testing&lt;&sol;strong&gt;&lt;&sol;p&gt;,07/14/2026
57668,45,2,&lt;p&gt;&lt;strong&gt;Neuromuscular Junction Testing&lt;&sol;strong&gt;&lt;&sol;p&gt;,07/14/2026
58116,29,1,&lt;p&gt;&lt;strong&gt;Note:&lt;&sol;strong&gt; Providers are reminded to refer to the long descriptors of the CPT&amp;reg; codes in their CPT&amp;reg; book.&lt;&sol;p&gt;,07/14/2026
58921,11,1,,07/14/2026
58963,11,1,,07/14/2026
58963,11,2,"&lt;p style=&quot;line-height: normal;&quot;&gt;&lt;span style=&quot;text-decoration: underline;&quot;&gt;&lt;strong&gt;Highly Multiplexed GPPs- Group 2 Codes&lt;&sol;strong&gt;&lt;&sol;span&gt;&lt;&sol;p&gt;
&lt;p style=&quot;line-height: normal;&quot;&gt;Must be billed in POS 20, 21, 22, 23, or 81 (Urgent Care, Inpatient Hospital, Outpatient Hospital (observation), or Emergency Room), or in POS 81 (Independent Laboratory) in the case of a pre-transplant evaluation for an immune-compromised beneficiary.&lt;&sol;p&gt;
&lt;p style=&quot;line-height: normal;&quot;&gt;Outside of one of these POS, a clinician specialist in one of the following: Infectious Diseases (44), Gastroenterology (10), Oncology (83,90,91), or Transplant&amp;nbsp;must either order the test or communicate with the treating and ordering physician as to appropriate test and interpretation.&lt;&sol;p&gt;
&lt;p&gt;The specialist communication must be documented in the medical record.&lt;&sol;p&gt;
&lt;p&gt;&lt;span style=&quot;line-height: 107%;&quot;&gt;CPT code 0097U was deleted. effective for services rendered on or after 4&sol;1&sol;2022.&lt;&sol;span&gt;&lt;&sol;p&gt;",07/14/2026
59595,4,1,,07/14/2026
52379,10,1,,07/14/2026
52855,31,1,,07/14/2026
54548,36,1,"&lt;p&gt;HCPCS code J1300 should be used to report eculizumab, effective 01&sol;01&sol;2025 through 03&sol;31&sol;2025.&lt;&sol;p&gt;
&lt;p&gt;HCPCS code J1300 has been deleted and replaced by HCPCS codes J1299, effective 4&sol;1&sol;2025.&lt;&sol;p&gt;
&lt;p&gt;HCPCS code Q5139 should be used to report eculizumab-aeeb, effective 01&sol;01&sol;2025 through 03&sol;31&sol;2025.&lt;&sol;p&gt;
&lt;p&gt;HCPCS code Q5139 has been deleted and replaced by HCPCS codes Q5152, and should be used to report eculizumab-aeeb, effective 4&sol;1&sol;2025.&lt;&sol;p&gt;
&lt;p&gt;HCPCS code Q5151 has been added and should be used to report eculixumab-aagh, effective 4&sol;1&sol;2025.&lt;&sol;p&gt;
&lt;p&gt;Effective for dates of service on or after 05&sol;01&sol;2021, the administration of eculizumab should be billed using the intravenous infusion administration codes (Refer to article A58620 - Billing and Coding: Complex Drug Administration Coding).&lt;&sol;p&gt;
&lt;p&gt;For dates of service prior to 05&sol;01&sol;2021, administration of eculizumab may be billed using the chemotherapy administration code 96413 - Chemotherapy administration, intravenous infusion technique; up to 1 hour, single or initial substance&sol;drug and 96415 - Chemotherapy administration, intravenous infusion technique; each additional hour (List separately in addition to code for primary procedure) when required due to infusion related adverse reactions in adults (up to 2 hours total) or when used in pediatric or aged Medicare beneficiaries (up to 4 hours total).&lt;&sol;p&gt;",07/14/2026
55672,26,1,&lt;p&gt;Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.&lt;&sol;p&gt;,07/14/2026
56248,12,1,&lt;p&gt;CPT code 92145 is considered not medically necessary and will be automatically denied as a non-covered procedure.&lt;&sol;p&gt;,07/14/2026
56548,20,1,&lt;p&gt;CPT code 92499 should be used to report optical pachymetry.&lt;&sol;p&gt;,07/14/2026
56617,26,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,07/14/2026
56767,29,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,07/14/2026
56793,35,1,"&lt;p&gt;&lt;p style=&quot;line-height: normal;&quot;&gt;CPT code 81450, or 81451 Targeted Genomic Sequence Analysis Panel, hematolymphoid neoplasm or disorder, DNA analysis, and RNA analysis when performed, 5-50 genes, or &lt;span style=&quot;line-height: 107%;&quot;&gt;DNA analysis, and RNA analysis 51 or greater genes &lt;&sol;span&gt;CPT code 81455 or&amp;nbsp; 81456 may be used as long as the panel contains, at a minimum, 5 or more gene tests for molecular biomarkers determined to meet Medicare coverage criteria as listed above.&amp;nbsp;&lt;&sol;p&gt;&lt;&sol;p&gt;",07/14/2026
56797,18,1,,07/14/2026
